,Number,After 1,2,After 2,3,After 3,4,After 4,5,After 5,6,After 6,7,After 7,8,After 8,9
barge,3,8,large,1,barge,,,,,,,,,,,,
baron,3,6,cargo,1,baron,,,,,,,,,,,,
basal,4,76,manly,9,basil,1,basal,,,,,,,,,,
basic,3,76,manly,4,basic,,,,,,,,,,,,
basil,3,76,manly,9,basil,,,,,,,,,,,,
basin,3,76,manly,5,basin,,,,,,,,,,,,
basis,4,76,manly,4,basic,1,basis,,,,,,,,,,
baste,2,9,baste,,,,,,,,,,,,,,
batch,3,17,latch,6,batch,,,,,,,,,,,,
bathe,3,3,lathe,1,bathe,,,,,,,,,,,,
baton,2,2,baton,,,,,,,,,,,,,,
batty,4,17,latch,7,patsy,3,batty,,,,,,,,,,
bawdy,4,76,manly,17,daisy,4,bawdy,,,,,,,,,,
bayou,3,15,bacon,1,bayou,,,,,,,,,,,,
beach,3,101,leash,2,beach,,,,,,,,,,,,
beady,3,101,leash,3,beady,,,,,,,,,,,,
beard,3,55,blare,1,beard,,,,,,,,,,,,
beast,3,45,least,3,beast,,,,,,,,,,,,
beech,4,141,singe,13,belch,1,beech,,,,,,,,,,
beefy,4,141,singe,13,belch,1,beefy,,,,,,,,,,
befit,3,60,heist,2,befit,,,,,,,,,,,,
began,3,101,leash,7,began,,,,,,,,,,,,
begat,3,45,least,1,begat,,,,,,,,,,,,
beget,4,22,islet,5,unmet,2,beget,,,,,,,,,,
begin,3,141,singe,4,begin,,,,,,,,,,,,
begun,3,141,singe,1,begun,,,,,,,,,,,,
being,4,141,singe,4,begin,1,being,,,,,,,,,,
belch,3,141,singe,13,belch,,,,,,,,,,,,
belie,5,141,singe,8,chide,2,imbue,1,belie,,,,,,,,
belle,5,141,singe,10,flume,3,cycle,1,belle,,,,,,,,
belly,4,141,singe,13,belch,1,belly,,,,,,,,,,
below,4,63,close,5,lemon,1,below,,,,,,,,,,
bench,3,141,singe,3,bench,,,,,,,,,,,,
beret,4,8,rivet,3,egret,1,beret,,,,,,,,,,
berry,4,74,spire,8,decry,4,berry,,,,,,,,,,
berth,3,24,trice,4,berth,,,,,,,,,,,,
beset,4,22,islet,5,unset,1,beset,,,,,,,,,,
betel,2,1,betel,,,,,,,,,,,,,,
bevel,4,48,plied,9,lumen,5,bevel,,,,,,,,,,
bezel,5,48,plied,9,lumen,5,bevel,1,bezel,,,,,,,,
bible,4,141,singe,4,pique,1,bible,,,,,,,,,,
bicep,3,48,plied,1,bicep,,,,,,,,,,,,
biddy,4,195,silky,11,dingy,1,biddy,,,,,,,,,,
bigot,4,62,shout,8,point,1,bigot,,,,,,,,,,
bilge,3,141,singe,3,bilge,,,,,,,,,,,,
billy,4,195,silky,6,filmy,4,billy,,,,,,,,,,
binge,3,141,singe,2,binge,,,,,,,,,,,,
bingo,3,132,nobly,2,bingo,,,,,,,,,,,,
biome,3,63,close,6,biome,,,,,,,,,,,,
birch,3,66,lurid,1,birch,,,,,,,,,,,,
birth,4,37,fruit,6,third,3,birth,,,,,,,,,,
bison,4,132,nobly,2,bingo,1,bison,,,,,,,,,,
bitty,3,15,ditch,3,bitty,,,,,,,,,,,,
black,4,107,slain,7,flack,2,black,,,,,,,,,,
blade,4,101,leash,10,blame,2,blade,,,,,,,,,,
blame,3,101,leash,10,blame,,,,,,,,,,,,
bland,4,107,slain,7,blank,1,bland,,,,,,,,,,
blank,3,107,slain,7,blank,,,,,,,,,,,,
blare,2,55,blare,,,,,,,,,,,,,,
blast,3,37,slant,1,blast,,,,,,,,,,,,
blaze,5,101,leash,10,blame,2,blade,1,blaze,,,,,,,,
bleak,4,101,leash,16,agile,4,bleak,,,,,,,,,,
bleat,4,45,least,4,cleat,2,bleat,,,,,,,,,,
bleed,4,48,plied,2,clued,1,bleed,,,,,,,,,,
bleep,3,48,plied,2,bleep,,,,,,,,,,,,
blend,4,141,singe,4,newly,1,blend,,,,,,,,,,
bless,4,141,singe,5,flesh,1,bless,,,,,,,,,,
blimp,4,195,silky,15,lucid,2,blimp,,,,,,,,,,
blind,4,195,silky,15,lucid,1,blind,,,,,,,,,,
blink,4,195,silky,4,clink,1,blink,,,,,,,,,,
bliss,3,195,silky,1,bliss,,,,,,,,,,,,
blitz,4,69,sight,4,tulip,1,blitz,,,,,,,,,,
bloat,2,20,bloat,,,,,,,,,,,,,,
block,4,132,nobly,4,limbo,2,block,,,,,,,,,,
bloke,4,63,close,4,globe,1,bloke,,,,,,,,,,
blond,3,132,nobly,2,blond,,,,,,,,,,,,
blood,5,132,nobly,4,limbo,2,block,1,blood,,,,,,,,
bloom,4,132,nobly,4,limbo,1,bloom,,,,,,,,,,
blown,4,132,nobly,2,blond,1,blown,,,,,,,,,,
bluer,3,62,idler,5,bluer,,,,,,,,,,,,
bluff,5,195,silky,8,clump,3,flung,1,bluff,,,,,,,,
blunt,3,69,sight,2,blunt,,,,,,,,,,,,
blurb,4,66,lurid,2,slurp,1,blurb,,,,,,,,,,
blurt,3,37,fruit,2,blurt,,,,,,,,,,,,
blush,4,195,silky,4,plush,2,blush,,,,,,,,,,
board,3,21,acorn,2,board,,,,,,,,,,,,
boast,3,20,bloat,1,boast,,,,,,,,,,,,
bobby,4,132,nobly,2,hobby,1,bobby,,,,,,,,,,
boney,4,21,novel,6,money,2,boney,,,,,,,,,,
bongo,4,132,nobly,3,bonus,1,bongo,,,,,,,,,,
bonus,3,132,nobly,3,bonus,,,,,,,,,,,,
booby,4,132,nobly,3,boozy,1,booby,,,,,,,,,,
boost,3,62,shout,1,boost,,,,,,,,,,,,
booth,4,62,shout,3,cloth,2,booth,,,,,,,,,,
booty,3,62,shout,1,booty,,,,,,,,,,,,
booze,4,63,close,6,biome,1,booze,,,,,,,,,,
boozy,3,132,nobly,3,boozy,,,,,,,,,,,,
borax,4,21,acorn,5,royal,1,borax,,,,,,,,,,
borne,4,31,prose,7,forge,2,borne,,,,,,,,,,
bosom,4,132,nobly,2,bough,1,bosom,,,,,,,,,,
bossy,4,132,nobly,3,boozy,1,bossy,,,,,,,,,,
botch,2,6,botch,,,,,,,,,,,,,,
bough,3,132,nobly,2,bough,,,,,,,,,,,,
boule,3,63,close,3,boule,,,,,,,,,,,,
bound,4,132,nobly,3,bonus,1,bound,,,,,,,,,,
bowel,4,21,novel,3,dowel,1,bowel,,,,,,,,,,
boxer,6,23,sower,13,cover,7,goner,5,joker,3,boxer,,,,,,
brace,3,55,blare,3,brace,,,,,,,,,,,,
braid,3,63,acrid,1,braid,,,,,,,,,,,,
brain,4,63,acrid,4,grail,1,brain,,,,,,,,,,
brake,4,55,blare,3,brace,2,brake,,,,,,,,,,
brand,4,63,acrid,5,grand,1,brand,,,,,,,,,,
brash,3,63,acrid,21,brash,,,,,,,,,,,,
brass,4,63,acrid,21,brash,1,brass,,,,,,,,,,
brave,5,55,blare,3,brace,2,brake,1,brave,,,,,,,,
bravo,4,21,acorn,5,royal,1,bravo,,,,,,,,,,
brawl,4,63,acrid,21,brash,2,brawl,,,,,,,,,,
brawn,5,63,acrid,21,brash,2,brawl,1,brawn,,,,,,,,
bread,3,55,blare,2,bread,,,,,,,,,,,,
break,4,55,blare,2,bread,1,break,,,,,,,,,,
breed,3,29,pried,4,breed,,,,,,,,,,,,
briar,3,9,cigar,2,briar,,,,,,,,,,,,
bribe,5,74,spire,7,bride,2,brine,1,bribe,,,,,,,,
brick,4,66,lurid,18,brisk,2,brick,,,,,,,,,,
bride,3,74,spire,7,bride,,,,,,,,,,,,
brief,3,29,pried,2,brief,,,,,,,,,,,,
brine,4,74,spire,7,bride,2,brine,,,,,,,,,,
bring,4,66,lurid,18,brisk,2,bring,,,,,,,,,,
brink,5,66,lurid,18,brisk,2,brick,1,brink,,,,,,,,
briny,5,66,lurid,18,brisk,2,bring,1,briny,,,,,,,,
brisk,3,66,lurid,18,brisk,,,,,,,,,,,,
broad,3,21,acorn,1,broad,,,,,,,,,,,,
broil,4,67,drown,13,croup,5,broil,,,,,,,,,,
broke,4,31,prose,7,drone,3,broke,,,,,,,,,,
brood,4,67,drown,2,proud,1,brood,,,,,,,,,,
brook,5,67,drown,13,croup,5,broil,2,brook,,,,,,,,
broom,6,67,drown,13,croup,5,broil,2,brook,1,broom,,,,,,
broth,3,30,short,2,broth,,,,,,,,,,,,
brown,3,67,drown,4,brown,,,,,,,,,,,,
brunt,3,37,fruit,4,brunt,,,,,,,,,,,,
brush,4,66,lurid,9,crush,1,brush,,,,,,,,,,
brute,3,24,trice,1,brute,,,,,,,,,,,,
buddy,4,195,silky,17,dumpy,1,buddy,,,,,,,,,,
budge,3,141,singe,7,budge,,,,,,,,,,,,
buggy,5,195,silky,17,dumpy,4,bunny,1,buggy,,,,,,,,
bugle,3,141,singe,2,bugle,,,,,,,,,,,,
build,4,195,silky,15,lucid,2,build,,,,,,,,,,
built,4,69,sight,7,unlit,2,built,,,,,,,,,,
bulge,4,141,singe,7,budge,1,bulge,,,,,,,,,,
bulky,3,195,silky,1,bulky,,,,,,,,,,,,
bully,3,195,silky,5,bully,,,,,,,,,,,,
bunch,4,195,silky,6,munch,3,bunch,,,,,,,,,,
bunny,4,195,silky,17,dumpy,4,bunny,,,,,,,,,,
burly,3,66,lurid,3,burly,,,,,,,,,,,,
burnt,4,37,fruit,3,burst,1,burnt,,,,,,,,,,
burst,3,37,fruit,3,burst,,,,,,,,,,,,
bused,4,48,plied,5,unfed,1,bused,,,,,,,,,,
bushy,4,195,silky,6,pushy,2,bushy,,,,,,,,,,
butch,3,15,ditch,2,butch,,,,,,,,,,,,
butte,3,12,cutie,1,butte,,,,,,,,,,,,
buxom,3,132,nobly,3,buxom,,,,,,,,,,,,
buyer,4,62,idler,21,super,2,buyer,,,,,,,,,,
bylaw,4,107,slain,5,amply,1,bylaw,,,,,,,,,,
cabal,4,76,manly,9,basil,1,cabal,,,,,,,,,,
cabby,5,76,manly,17,daisy,6,gawky,3,cabby,,,,,,,,
cabin,4,76,manly,5,basin,1,cabin,,,,,,,,,,
cable,3,29,value,7,cable,,,,,,,,,,,,
cacao,4,15,bacon,2,macho,1,cacao,,,,,,,,,,
cache,4,29,value,8,mange,1,cache,,,,,,,,,,
cacti,4,33,nasty,3,faith,1,cacti,,,,,,,,,,
caddy,6,76,manly,17,daisy,4,bawdy,3,gaudy,2,caddy,,,,,,
cadet,2,4,cadet,,,,,,,,,,,,,,
cagey,3,14,navel,2,cagey,,,,,,,,,,,,
cairn,3,27,hairy,1,cairn,,,,,,,,,,,,
camel,4,14,navel,6,bagel,4,camel,,,,,,,,,,
cameo,2,1,cameo,,,,,,,,,,,,,,
canal,4,76,manly,2,banal,1,canal,,,,,,,,,,
candy,3,76,manly,9,candy,,,,,,,,,,,,
canny,4,76,manly,9,candy,1,canny,,,,,,,,,,
canoe,2,1,canoe,,,,,,,,,,,,,,
canon,3,15,bacon,1,canon,,,,,,,,,,,,
caper,3,21,lager,12,caper,,,,,,,,,,,,
caput,3,33,nasty,6,caput,,,,,,,,,,,,
carat,3,4,party,1,carat,,,,,,,,,,,,
cargo,2,6,cargo,,,,,,,,,,,,,,
carol,3,6,cargo,1,carol,,,,,,,,,,,,
carry,3,27,hairy,3,carry,,,,,,,,,,,,
carve,3,8,large,3,carve,,,,,,,,,,,,
caste,3,9,baste,5,caste,,,,,,,,,,,,
catch,7,17,latch,6,batch,5,match,4,patch,3,watch,2,catch,,,,
cater,2,5,cater,,,,,,,,,,,,,,
catty,3,17,latch,1,catty,,,,,,,,,,,,
caulk,3,76,manly,1,caulk,,,,,,,,,,,,
cause,3,29,value,5,cause,,,,,,,,,,,,
cavil,4,76,manly,9,basil,1,cavil,,,,,,,,,,
cease,3,101,leash,1,cease,,,,,,,,,,,,
cedar,4,8,shear,3,debar,1,cedar,,,,,,,,,,
cello,3,63,close,1,cello,,,,,,,,,,,,
chafe,3,101,leash,1,chafe,,,,,,,,,,,,
chaff,5,107,slain,6,whack,2,champ,1,chaff,,,,,,,,
chain,3,107,slain,2,chain,,,,,,,,,,,,
chair,3,9,cigar,1,chair,,,,,,,,,,,,
chalk,3,107,slain,2,chalk,,,,,,,,,,,,
champ,4,107,slain,6,whack,2,champ,,,,,,,,,,
chant,3,37,slant,2,chant,,,,,,,,,,,,
chaos,4,40,modal,5,agony,1,chaos,,,,,,,,,,
chard,3,63,acrid,1,chard,,,,,,,,,,,,
charm,4,63,acrid,9,wrack,1,charm,,,,,,,,,,
chart,4,25,strap,14,craft,1,chart,,,,,,,,,,
chase,3,101,leash,2,chase,,,,,,,,,,,,
chasm,3,107,slain,4,chasm,,,,,,,,,,,,
cheap,3,101,leash,3,cheap,,,,,,,,,,,,
cheat,3,45,least,4,cheat,,,,,,,,,,,,
check,4,141,singe,13,belch,1,check,,,,,,,,,,
cheek,4,48,plied,7,hymen,1,cheek,,,,,,,,,,
cheer,5,62,idler,21,super,9,fever,2,cheer,,,,,,,,
chess,4,141,singe,5,flesh,1,chess,,,,,,,,,,
chest,3,60,heist,1,chest,,,,,,,,,,,,
chick,4,195,silky,2,quick,1,chick,,,,,,,,,,
chide,3,141,singe,8,chide,,,,,,,,,,,,
chief,3,48,plied,1,chief,,,,,,,,,,,,
child,4,195,silky,15,lucid,1,child,,,,,,,,,,
chili,4,195,silky,15,lucid,5,chili,,,,,,,,,,
chill,5,195,silky,15,lucid,5,chili,1,chill,,,,,,,,
chime,4,141,singe,8,chide,1,chime,,,,,,,,,,
china,4,107,slain,4,aping,1,china,,,,,,,,,,
chirp,4,66,lurid,18,brisk,1,chirp,,,,,,,,,,
chock,4,132,nobly,15,shock,1,chock,,,,,,,,,,
choir,2,16,choir,,,,,,,,,,,,,,
choke,3,63,close,1,choke,,,,,,,,,,,,
chord,3,67,drown,2,chord,,,,,,,,,,,,
chore,3,31,prose,1,chore,,,,,,,,,,,,
chose,3,63,close,1,chose,,,,,,,,,,,,
chuck,4,195,silky,2,chunk,1,chuck,,,,,,,,,,
chump,4,195,silky,6,munch,1,chump,,,,,,,,,,
chunk,3,195,silky,2,chunk,,,,,,,,,,,,
churn,4,66,lurid,9,crush,1,churn,,,,,,,,,,
chute,4,60,heist,3,thyme,1,chute,,,,,,,,,,
cider,3,62,idler,6,cider,,,,,,,,,,,,
cigar,2,9,cigar,,,,,,,,,,,,,,
cinch,6,195,silky,8,finch,3,pinch,2,winch,1,cinch,,,,,,
circa,3,63,acrid,1,circa,,,,,,,,,,,,
civic,4,195,silky,8,finch,2,civic,,,,,,,,,,
civil,4,195,silky,4,livid,1,civil,,,,,,,,,,
clack,5,107,slain,7,flack,2,black,1,clack,,,,,,,,
claim,3,107,slain,3,claim,,,,,,,,,,,,
clamp,4,107,slain,7,flack,1,clamp,,,,,,,,,,
clang,4,107,slain,7,blank,2,clang,,,,,,,,,,
clank,4,107,slain,7,blank,3,clank,,,,,,,,,,
clash,3,107,slain,6,clash,,,,,,,,,,,,
clasp,4,107,slain,6,clash,2,clasp,,,,,,,,,,
class,5,107,slain,6,clash,2,clasp,1,class,,,,,,,,
clean,5,101,leash,16,agile,4,bleak,2,clean,,,,,,,,
clear,3,8,shear,1,clear,,,,,,,,,,,,
cleat,3,45,least,4,cleat,,,,,,,,,,,,
cleft,3,60,heist,7,cleft,,,,,,,,,,,,
clerk,4,74,spire,8,decry,1,clerk,,,,,,,,,,
click,4,195,silky,4,clink,1,click,,,,,,,,,,
cliff,7,195,silky,15,lucid,5,chili,3,climb,2,cling,1,cliff,,,,
climb,5,195,silky,15,lucid,5,chili,3,climb,,,,,,,,
cling,6,195,silky,15,lucid,5,chili,3,climb,2,cling,,,,,,
clink,3,195,silky,4,clink,,,,,,,,,,,,
cloak,3,40,modal,1,cloak,,,,,,,,,,,,
clock,5,132,nobly,14,scowl,3,flock,1,clock,,,,,,,,
clone,3,63,close,2,clone,,,,,,,,,,,,
close,2,63,close,,,,,,,,,,,,,,
cloth,3,62,shout,3,cloth,,,,,,,,,,,,
cloud,5,132,nobly,14,scowl,3,flock,1,cloud,,,,,,,,
clout,3,62,shout,2,clout,,,,,,,,,,,,
clove,4,63,close,2,clone,1,clove,,,,,,,,,,
clown,3,132,nobly,3,clown,,,,,,,,,,,,
cluck,4,195,silky,4,pluck,1,cluck,,,,,,,,,,
clued,3,48,plied,2,clued,,,,,,,,,,,,
clump,3,195,silky,8,clump,,,,,,,,,,,,
clung,4,195,silky,8,clump,1,clung,,,,,,,,,,
coach,3,40,modal,3,coach,,,,,,,,,,,,
coast,4,20,bloat,3,ascot,1,coast,,,,,,,,,,
cobra,3,21,acorn,1,cobra,,,,,,,,,,,,
cocoa,4,40,modal,3,coach,1,cocoa,,,,,,,,,,
colon,4,132,nobly,2,login,1,colon,,,,,,,,,,
color,3,16,choir,1,color,,,,,,,,,,,,
comet,2,4,comet,,,,,,,,,,,,,,
comfy,4,132,nobly,13,dodgy,4,comfy,,,,,,,,,,
comic,4,132,nobly,8,cough,1,comic,,,,,,,,,,
comma,4,40,modal,2,foamy,1,comma,,,,,,,,,,
conch,4,132,nobly,13,hound,1,conch,,,,,,,,,,
condo,4,132,nobly,13,hound,1,condo,,,,,,,,,,
conic,5,132,nobly,13,hound,3,sonic,2,conic,,,,,,,,
copse,3,63,close,1,copse,,,,,,,,,,,,
coral,3,21,acorn,2,coral,,,,,,,,,,,,
corer,4,23,sower,13,cover,1,corer,,,,,,,,,,
corny,4,67,drown,3,horny,1,corny,,,,,,,,,,
couch,4,132,nobly,8,cough,1,couch,,,,,,,,,,
cough,3,132,nobly,8,cough,,,,,,,,,,,,
could,3,132,nobly,2,could,,,,,,,,,,,,
count,4,62,shout,4,mount,1,count,,,,,,,,,,
coupe,3,63,close,1,coupe,,,,,,,,,,,,
court,3,30,short,1,court,,,,,,,,,,,,
coven,3,21,novel,2,coven,,,,,,,,,,,,
cover,3,23,sower,13,cover,,,,,,,,,,,,
covet,3,4,comet,1,covet,,,,,,,,,,,,
covey,3,21,novel,1,covey,,,,,,,,,,,,
cower,3,23,sower,5,cower,,,,,,,,,,,,
coyly,5,132,nobly,9,godly,6,lowly,1,coyly,,,,,,,,
crack,4,63,acrid,9,wrack,1,crack,,,,,,,,,,
craft,3,25,strap,14,craft,,,,,,,,,,,,
cramp,5,63,acrid,9,wrack,4,crash,2,cramp,,,,,,,,
crane,4,55,blare,12,grace,3,crane,,,,,,,,,,
crank,4,63,acrid,9,wrack,1,crank,,,,,,,,,,
crash,4,63,acrid,9,wrack,4,crash,,,,,,,,,,
crass,5,63,acrid,9,wrack,4,crash,1,crass,,,,,,,,
crate,2,15,crate,,,,,,,,,,,,,,
crave,5,55,blare,12,grace,3,crane,2,crave,,,,,,,,
crawl,4,63,acrid,9,wrack,1,crawl,,,,,,,,,,
craze,6,55,blare,12,grace,3,crane,2,crave,1,craze,,,,,,
crazy,6,63,acrid,9,wrack,4,crash,2,cramp,1,crazy,,,,,,
creak,3,55,blare,9,creak,,,,,,,,,,,,
cream,4,55,blare,9,creak,1,cream,,,,,,,,,,
credo,3,31,prose,1,credo,,,,,,,,,,,,
